"","Artists_names","titles","links"
"2290","Jacquetta Burn-Callander","Unknown (1950)","https://collections.ed.ac.uk/art/record/50573?highlight=*:*"
"2291","Janet G Leask","Untitled - Abstracted Plant Forms in Black and White (1968)","https://collections.ed.ac.uk/art/record/99261?highlight=*:*"
"2292","Monika L I Uecker","Untitled - The Magi (1963)","https://collections.ed.ac.uk/art/record/99444?highlight=*:*"
"2293","Denness Morton","Sunset (1959)","https://collections.ed.ac.uk/art/record/21081?highlight=*:*"
"2294","L. Allan","Doric Order (abacus and capital) of the Parthenon","https://collections.ed.ac.uk/art/record/20638?highlight=*:*"
"2295","Cant","Opera - Vienna (1963-1964)","https://collections.ed.ac.uk/art/record/99384?highlight=*:*"
"2296","Wilhelmina Barns-Graham CBE HRSA HRSW","Untitled (1962)","https://collections.ed.ac.uk/art/record/21763?highlight=*:*"
"2297",NA,"Flight Path No 1 (1977)","https://collections.ed.ac.uk/art/record/19635?highlight=*:*"
"2298","Eric Ritchie","Seated Female Nude (1955)","https://collections.ed.ac.uk/art/record/21194?highlight=*:*"
"2299","Grace Paul","Untitled (2002)","https://collections.ed.ac.uk/art/record/99934?highlight=*:*"
"2300","Unknown","Angel with Candelabrum (facing left)","https://collections.ed.ac.uk/art/record/20543?highlight=*:*"
"2301","Anna Richardson","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21937?highlight=*:*"
"2302","Peter G. Collins","A Puppet of Power (Circa 1956)","https://collections.ed.ac.uk/art/record/22576?highlight=*:*"
"2303","James Robertson","Portrait of a Man (1956)","https://collections.ed.ac.uk/art/record/21186?highlight=*:*"
"2304","Alavte Clad?","Tray-bearer from North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20688?highlight=*:*"
"2305","John Brown","Two Traffic Lights at Blue (1989)","https://collections.ed.ac.uk/art/record/21893?highlight=*:*"
"2306","James T. Ferguson","Landscape","https://collections.ed.ac.uk/art/record/21428?highlight=*:*"
"2307",NA,"Unknown (1950)","https://collections.ed.ac.uk/art/record/53498?highlight=*:*"
"2308","Leslie McConnell","Reclining Female Nude (1969)","https://collections.ed.ac.uk/art/record/21274?highlight=*:*"
"2309","Emma Gillies","Sugar Bowl Lid","https://collections.ed.ac.uk/art/record/53725?highlight=*:*"
"2310","Carolyn S Byres","Untitled - Drawing in Profile of a Sitting Woman (1980)","https://collections.ed.ac.uk/art/record/99425?highlight=*:*"
"2311","Donald Clark","Candle and Shell at Sea* (1987)","https://collections.ed.ac.uk/art/record/22729?highlight=*:*"
"2312","Unknown","Untitled","https://collections.ed.ac.uk/art/record/99919?highlight=*:*"
"2313","Beatrice Patricia Grimshaw","Piana degli Greci (1958)","https://collections.ed.ac.uk/art/record/53481?highlight=*:*"
"2314","Charlotte Roseberry","Extrude (2013)","https://collections.ed.ac.uk/art/record/21302?highlight=*:*"
"2315","Jim Mooney","Yellow Abstract with Half People","https://collections.ed.ac.uk/art/record/22530?highlight=*:*"
"2316","Ruth Illingworth","Standing Female Nude (1957)","https://collections.ed.ac.uk/art/record/20934?highlight=*:*"
"2317","Robert L Snowden","Untitled (1960)","https://collections.ed.ac.uk/art/record/21543?highlight=*:*"
"2318","Hannah Jasper","Untitled (2006)","https://collections.ed.ac.uk/art/record/99856?highlight=*:*"
"2319","Kenneth Dingwall","Standing Female Nude (1959)","https://collections.ed.ac.uk/art/record/21329?highlight=*:*"
"2320","Janet I. Coventry","Standing Male Nude with White Cloth","https://collections.ed.ac.uk/art/record/22665?highlight=*:*"
"2321","Unknown","Portrait of a Man (1968)","https://collections.ed.ac.uk/art/record/21271?highlight=*:*"
"2322","Chris Nau","Radio Break (2006)","https://collections.ed.ac.uk/art/record/99879?highlight=*:*"
"2323","Catherine Orbach","Mountains, Arran (Unknown)","https://collections.ed.ac.uk/art/record/21968?highlight=*:*"
"2324","Graeme McKenna","Standing Female Nude (1951)","https://collections.ed.ac.uk/art/record/21068?highlight=*:*"
"2325","Marissa Stoffer","Architectural Drawing","https://collections.ed.ac.uk/art/record/21459?highlight=*:*"
"2326","John Boyle","The Battle (2013)","https://collections.ed.ac.uk/art/record/47445?highlight=*:*"
"2327",NA,"Late-night (Circa 1959)","https://collections.ed.ac.uk/art/record/21335?highlight=*:*"
"2328","Claudia Petretti","Man Sleeping","https://collections.ed.ac.uk/art/record/21477?highlight=*:*"
"2329","Unknown","Untitled (1983)","https://collections.ed.ac.uk/art/record/21894?highlight=*:*"
"2330","Andrew Binnie","fig.1 Destination, fig 2 Time - 10.35 pm (1984)","https://collections.ed.ac.uk/art/record/99466?highlight=*:*"
"2331","Robin E. Bownass","Unknown (1960)","https://collections.ed.ac.uk/art/record/50604?highlight=*:*"
"2332","Gordon Bryce","Untitled - Figure Drawing of A Standing Nude Male Draped with a Robe (1964-1965)","https://collections.ed.ac.uk/art/record/99275?highlight=*:*"
"2333","Fiona M Mouat","Two Seated Female Nudes (1955)","https://collections.ed.ac.uk/art/record/21196?highlight=*:*"
"2334","Rose Rifat","Standing Female Nude (Circa 1951)","https://collections.ed.ac.uk/art/record/21236?highlight=*:*"
"2335","Ursula M. Henning","Standing Figure (Circa 1979)","https://collections.ed.ac.uk/art/record/22517?highlight=*:*"
"2336","Wilhelmina Barns-Graham CBE HRSA HRSW","Marshal from the East Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20679?highlight=*:*"
"2337",NA,"Two Elements (2006)","https://collections.ed.ac.uk/art/record/54750?highlight=*:*"
"2338","David Abbott","Jalvation cocktail (Green) (2007)","https://collections.ed.ac.uk/art/record/99888?highlight=*:*"
"2339","Unknown","Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20728?highlight=*:*"
"2340","Alexander Cree","The Boston-Edinburgh Portfolio II (2006)","https://collections.ed.ac.uk/art/record/99855?highlight=*:*"
"2341","Unknown","Vale of Health, Hampstead Heath (1950)","https://collections.ed.ac.uk/art/record/50545?highlight=*:*"
"2342","Isobel Turley","The Three Tyches","https://collections.ed.ac.uk/art/record/20533?highlight=*:*"
"2343","Gwen Mackenzie","Zane (2013)","https://collections.ed.ac.uk/art/record/21303?highlight=*:*"
"2344","Zygmunt Bukowski","Unknown (1967)","https://collections.ed.ac.uk/art/record/50496?highlight=*:*"
"2345","Norman Thom","Unknown (1950)","https://collections.ed.ac.uk/art/record/53554?highlight=*:*"
"2346","Alistair Fairweather","Untitled - Two Birds (1963)","https://collections.ed.ac.uk/art/record/99417?highlight=*:*"
"2347",NA,"Unknown (1952)","https://collections.ed.ac.uk/art/record/50421?highlight=*:*"
"2348","Irene Thomson","Busmen Newhaven (Unknown)","https://collections.ed.ac.uk/art/record/21901?highlight=*:*"
"2349","Ian Lawson","Portrait of Two Heads (1952)","https://collections.ed.ac.uk/art/record/21015?highlight=*:*"
"2350","Victoria A. James","Self Portrait (1992)","https://collections.ed.ac.uk/art/record/22742?highlight=*:*"
"2351","John Brown","Old Town (1998)","https://collections.ed.ac.uk/art/record/21865?highlight=*:*"
"2352","Rosemary Bagshaw","Unknown (1952)","https://collections.ed.ac.uk/art/record/53514?highlight=*:*"
"2353","David C Duke","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21980?highlight=*:*"
"2354","Joanna Wilson","Red/Orange Connections","https://collections.ed.ac.uk/art/record/21003?highlight=*:*"
"2355","Derek McGuire","Harbour at Night","https://collections.ed.ac.uk/art/record/21511?highlight=*:*"
"2356","Leszek Muszynski","Portrait of Woman (1949)","https://collections.ed.ac.uk/art/record/22515?highlight=*:*"
"2357",NA,"Riders from the North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20709?highlight=*:*"
"2358","John Bellany","Parc de Tuileries - Paris (1963)","https://collections.ed.ac.uk/art/record/21533?highlight=*:*"
"2359","Margaret Proudfoot","Standing Female Nude (1954)","https://collections.ed.ac.uk/art/record/21253?highlight=*:*"
"2360","Robin E. Bownass","Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20725?highlight=*:*"
"2361","Victorine Anne Schilsky","Untitled - Portrait of a Woman in a Hat (1960)","https://collections.ed.ac.uk/art/record/99373?highlight=*:*"
"2362","Emma Gillies","Mythical Composition with Four Figures and Coastal Cliffs","https://collections.ed.ac.uk/art/record/22656?highlight=*:*"
"2363","Christopher Waite","Plate","https://collections.ed.ac.uk/art/record/53719?highlight=*:*"
"2364","Unknown","Reclining and Seated Female Nudes (1994)","https://collections.ed.ac.uk/art/record/20747?highlight=*:*"
"2365","Arabella Harvey","Ayrshire christening robe (1800-1899)","https://collections.ed.ac.uk/art/record/102680?highlight=*:*"
"2366","Emma Gillies","Untitled (1995-1996)","https://collections.ed.ac.uk/art/record/21722?highlight=*:*"
"2367",NA,"Coffee Pot Lid","https://collections.ed.ac.uk/art/record/53692?highlight=*:*"
"2368","David Michie","Portrait of a Man (1952)","https://collections.ed.ac.uk/art/record/21385?highlight=*:*"
"2369","Peter Pretsell","Untitled (1965)","https://collections.ed.ac.uk/art/record/99791?highlight=*:*"
"2370","Freya Cumming","Untitled (2007)","https://collections.ed.ac.uk/art/record/99894?highlight=*:*"
"2371","Isobel Howieson","Seated Female Nude (1957)","https://collections.ed.ac.uk/art/record/20962?highlight=*:*"
"2372","James C. Y. Gavin","Reclining Male Nude (1959)","https://collections.ed.ac.uk/art/record/20878?highlight=*:*"
"2373","D. Gordon Campbell","Unknown (1953)","https://collections.ed.ac.uk/art/record/53549?highlight=*:*"
"2374","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21554?highlight=*:*"
"2375","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21548?highlight=*:*"
"2376","Edith Fraser","Still Life with Vase of Fuchsias (1954)","https://collections.ed.ac.uk/art/record/22740?highlight=*:*"
"2377","Cecile E M Johnston","Standing Male Nude (1950)","https://collections.ed.ac.uk/art/record/21026?highlight=*:*"
"2378","Thomas Clapperton","Unknown (1949)","https://collections.ed.ac.uk/art/record/50560?highlight=*:*"
"2379","Lynda Gilland","Pier","https://collections.ed.ac.uk/art/record/21449?highlight=*:*"
"2380","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21707?highlight=*:*"
"2381","Norman E Kirkpatrick","Skeleton (1957)","https://collections.ed.ac.uk/art/record/21023?highlight=*:*"
"2382","Anthony Gross","Goats Feeding (1974)","https://collections.ed.ac.uk/art/record/21748?highlight=*:*"
"2383","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21851?highlight=*:*"
"2384","Joyce M Cumming","Untitled","https://collections.ed.ac.uk/art/record/112356?highlight=*:*"
"2385","Colin Campbell","Riders from the West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20676?highlight=*:*"
"2386","Unknown","House and Garden","https://collections.ed.ac.uk/art/record/21435?highlight=*:*"
"2387",NA,"Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99915?highlight=*:*"
"2388","James H Donaldson","Unknown","https://collections.ed.ac.uk/art/record/53528?highlight=*:*"
"2389","John Milligan","Untitled (1963)","https://collections.ed.ac.uk/art/record/99355?highlight=*:*"
"2390","Elise Brown","Portrait of a Bearded Man (1960)","https://collections.ed.ac.uk/art/record/20977?highlight=*:*"
"2391","Hilary A. Fisher","Studio Interior (Unknown)","https://collections.ed.ac.uk/art/record/21678?highlight=*:*"
"2392","John Gilbert","Portrait of a Seated Young Woman (May 1960)","https://collections.ed.ac.uk/art/record/20998?highlight=*:*"
"2393","Marion M Cooper","Unknown (1950)","https://collections.ed.ac.uk/art/record/50392?highlight=*:*"
"2394","Sally Morrison","Cantilever Ring (2013)","https://collections.ed.ac.uk/art/record/21310?highlight=*:*"
"2395","Roy M. W. Cameron","Still Life Table (Circa 1965)","https://collections.ed.ac.uk/art/record/22616?highlight=*:*"
"2396","Rachel Clark","Untitled (1997)","https://collections.ed.ac.uk/art/record/21875?highlight=*:*"
"2397","Marjorie Wallace","Unknown (1946)","https://collections.ed.ac.uk/art/record/50440?highlight=*:*"
"2398","Emma Gillies","Vase (1920s)","https://collections.ed.ac.uk/art/record/122136?highlight=*:*"
"2399","Joanne Leonie Milne","Church","https://collections.ed.ac.uk/art/record/21452?highlight=*:*"
"2400","John Brown","Via D' Italia (Unknown)","https://collections.ed.ac.uk/art/record/21673?highlight=*:*"
"2401","James T Carlyle","untitled (1961)","https://collections.ed.ac.uk/art/record/21760?highlight=*:*"
"2402","Gabrielle Stubbs","Untitled (1969)","https://collections.ed.ac.uk/art/record/22488?highlight=*:*"
"2403","John Mooney","A Good Dream and a Bad Dream (1970)","https://collections.ed.ac.uk/art/record/20755?highlight=*:*"
"2404","Janie Nichol","Matthew (1989)","https://collections.ed.ac.uk/art/record/50414?highlight=*:*"
"2405","Peter Pretsell","Untitled","https://collections.ed.ac.uk/art/record/99793?highlight=*:*"
"2406","Raymon Pattie","Nude Sleeping","https://collections.ed.ac.uk/art/record/22529?highlight=*:*"
"2407","Roger Cameron","Unknown (1963)","https://collections.ed.ac.uk/art/record/50436?highlight=*:*"
"2408","Paul Furneaux","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21780?highlight=*:*"
"2409","John Gilbert","Portrait of a Seated Man (May 1960)","https://collections.ed.ac.uk/art/record/20997?highlight=*:*"
"2410","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21571?highlight=*:*"
"2411","Alan M. Alexander","Head Monotype No. 24 (1959)","https://collections.ed.ac.uk/art/record/50592?highlight=*:*"
"2412","Betty M. Ferguson","Metope 2 from entablature of the Parthenon (1837)","https://collections.ed.ac.uk/art/record/20640?highlight=*:*"
"2413","Maureen Baird","Standing Male Nude (1939)","https://collections.ed.ac.uk/art/record/21131?highlight=*:*"
"2414","Norma G Reid","Unknown (1952)","https://collections.ed.ac.uk/art/record/50623?highlight=*:*"
"2415","G.A. C","Two Standing Male Nudes (24 Jan 1951)","https://collections.ed.ac.uk/art/record/21393?highlight=*:*"
"2416","Denness Morton","Untitled (1971)","https://collections.ed.ac.uk/art/record/21927?highlight=*:*"
"2417",NA,"Unknown (1960)","https://collections.ed.ac.uk/art/record/53547?highlight=*:*"
"2418","Gordon Bryce","Untitled - Two Chefs in a Dark Room (1964-1965)","https://collections.ed.ac.uk/art/record/99280?highlight=*:*"
"2419","Keith Thomson","Demolished Building","https://collections.ed.ac.uk/art/record/21464?highlight=*:*"
"2420","Dorothea Brown","Portrait of a Woman at a Table (1960)","https://collections.ed.ac.uk/art/record/20995?highlight=*:*"
"2421","Alan Alexander","Baroque Nude (1959)","https://collections.ed.ac.uk/art/record/21092?highlight=*:*"
"2422","James Gordon","Seated Female Nude (1939-1940)","https://collections.ed.ac.uk/art/record/21095?highlight=*:*"
"2423","Gwendolene E Roger","Untitled - Girl with Crows (1961-1962)","https://collections.ed.ac.uk/art/record/99399?highlight=*:*"
"2424","Ann F Ward","Untitled - Two Apes Sun Bathing (1963)","https://collections.ed.ac.uk/art/record/99347?highlight=*:*"
"2425","Peter Coyle","Unknown (1957)","https://collections.ed.ac.uk/art/record/50511?highlight=*:*"
"2426","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21547?highlight=*:*"
"2427","Paul Furneaux","Emerging (1987)","https://collections.ed.ac.uk/art/record/111441?highlight=*:*"
"2428","Fergus A Mathers","Untitled - Seated man in yellow","https://collections.ed.ac.uk/art/record/99357?highlight=*:*"
"2429","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99959?highlight=*:*"
"2430","Mark Osborne","125 (2015)","https://collections.ed.ac.uk/art/record/53772?highlight=*:*"
"2431","R Wright","Portrait of a Man with Beard (18 Jan 1957)","https://collections.ed.ac.uk/art/record/20905?highlight=*:*"
"2432","Patrick W. Barclay","Unknown (1950)","https://collections.ed.ac.uk/art/record/50621?highlight=*:*"
"2433","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53540?highlight=*:*"
"2434","Richard McNeill","Portrait of a Woman Seated (1958)","https://collections.ed.ac.uk/art/record/20893?highlight=*:*"
"2435","Mary Edmond","Seated Female Nude (1953)","https://collections.ed.ac.uk/art/record/20896?highlight=*:*"
"2436","Emma Peacock","Metope 6, from entablature of the Parthenon (1837)","https://collections.ed.ac.uk/art/record/20642?highlight=*:*"
"2437",NA,"Untitled (2007)","https://collections.ed.ac.uk/art/record/99889?highlight=*:*"
"2438","William Gillon","Untitled - Portrait of an Old Man (Feb 1962)","https://collections.ed.ac.uk/art/record/99480?highlight=*:*"
"2439","Emma Gillies","Espresso Saucer","https://collections.ed.ac.uk/art/record/53689?highlight=*:*"
"2440","Llewella C. Brayne","(verso) (1953)","https://collections.ed.ac.uk/art/record/22706?highlight=*:*"
"2441","Mabel D. Lawford","Unknown (1947)","https://collections.ed.ac.uk/art/record/50534?highlight=*:*"
"2442","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21567?highlight=*:*"
"2443","Annette G B Ronald","Portrait of a Woman in a Green-Checked Blouse (1952)","https://collections.ed.ac.uk/art/record/22698?highlight=*:*"
"2444","Boris Bućan","Ples (1983)","https://collections.ed.ac.uk/art/record/22472?highlight=*:*"
"2445","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53658?highlight=*:*"
"2446","Thelma M Macdonald","Seaside Landscape (1953)","https://collections.ed.ac.uk/art/record/21011?highlight=*:*"
"2447","Paul Furneaux","Blue Mood (1986)","https://collections.ed.ac.uk/art/record/21576?highlight=*:*"
"2448","Allan W. Robson","Untitled (Mar 1949)","https://collections.ed.ac.uk/art/record/21743?highlight=*:*"
"2449","Zygmunt Bukowski","Unknown (1950)","https://collections.ed.ac.uk/art/record/53555?highlight=*:*"
"2450","Joan F. Biggins","Unknown (1957)","https://collections.ed.ac.uk/art/record/50612?highlight=*:*"
"2451","Gregor Smith","Unknown (May 1963)","https://collections.ed.ac.uk/art/record/53501?highlight=*:*"
"2452","Carole V Danielson","Man in Vest (1964)","https://collections.ed.ac.uk/art/record/22664?highlight=*:*"
"2453","Unknown","Portrait (1956)","https://collections.ed.ac.uk/art/record/21256?highlight=*:*"
"2454","Catherine Robin","Untitled - Two Men in Suits (1967)","https://collections.ed.ac.uk/art/record/99412?highlight=*:*"
"2455","Unknown","Cantoria (front)","https://collections.ed.ac.uk/art/record/20579?highlight=*:*"
"2456","Victoria C F Bernie","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21783?highlight=*:*"
"2457","Maureen Purcell","Untitled (1968)","https://collections.ed.ac.uk/art/record/22503?highlight=*:*"
"2458","Bosko Karanovic","Girl (Unknown)","https://collections.ed.ac.uk/art/record/21648?highlight=*:*"
"2459","Catherine Freeland","In''Head (1973)","https://collections.ed.ac.uk/art/record/112355?highlight=*:*"
"2460","Ann F Ward","Untitled - Three Figures At the Opera (1963)","https://collections.ed.ac.uk/art/record/99344?highlight=*:*"
"2461","P. G. Prescot","Man with Glasses (1941)","https://collections.ed.ac.uk/art/record/22737?highlight=*:*"
"2462","Thora Clyne","Portrait of a Young Man (1960)","https://collections.ed.ac.uk/art/record/20985?highlight=*:*"
"2463","John Bellany","Self Portrait (1966)","https://collections.ed.ac.uk/art/record/20741?highlight=*:*"
"2464","Sir William George Gillies","Large Still Life","https://collections.ed.ac.uk/art/record/20744?highlight=*:*"
"2465","Digby Maass","Untitled (2006)","https://collections.ed.ac.uk/art/record/99859?highlight=*:*"
"2466","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21966?highlight=*:*"
"2467","Westmacott","Seated Goddesses from the Parthenon (east pediment) (Pre 1830)","https://collections.ed.ac.uk/art/record/20630?highlight=*:*"
"2468","Sheena Page","Male Portrait (1949)","https://collections.ed.ac.uk/art/record/20773?highlight=*:*"
"2469","Unknown","Unknown (1950)","https://collections.ed.ac.uk/art/record/53506?highlight=*:*"
"2470","Peter Pretsell","Portrait of a Woman (1964)","https://collections.ed.ac.uk/art/record/21420?highlight=*:*"
"2471","Emma Gillies","Jug (1920s)","https://collections.ed.ac.uk/art/record/122133?highlight=*:*"
"2472","Eileen E M Lawrence","Abstract (1967)","https://collections.ed.ac.uk/art/record/22614?highlight=*:*"
"2473","Giedre Karsokiene","Domestic Landscape I (2005)","https://collections.ed.ac.uk/art/record/99969?highlight=*:*"
"2474","M Ledgerwood","Portrait of a Man","https://collections.ed.ac.uk/art/record/21504?highlight=*:*"
"2475","Simone Walker","Untitled (1966)","https://collections.ed.ac.uk/art/record/22477?highlight=*:*"
"2476","Andrew Parkinson","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21632?highlight=*:*"
"2477","Emma Gillies","Dish (1924)","https://collections.ed.ac.uk/art/record/122068?highlight=*:*"
"2478","Fiona M Mouat","Standing Female Nude (1953)","https://collections.ed.ac.uk/art/record/21049?highlight=*:*"
"2479","Dorothy Campsie","(1967)","https://collections.ed.ac.uk/art/record/112304?highlight=*:*"
"2480","Helen Martin","Sampler Helen Martin (1936)","https://collections.ed.ac.uk/art/record/102669?highlight=*:*"
"2481","Michael Docherty","Reclining Nude (1968)","https://collections.ed.ac.uk/art/record/21177?highlight=*:*"
"2482","Alan T. Johnston","Fidelity (Unknown)","https://collections.ed.ac.uk/art/record/21805?highlight=*:*"
"2483","Lindsay R S Gordon","Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20723?highlight=*:*"
"2484","Unknown","Untitled - Abstract Stripes (1972)","https://collections.ed.ac.uk/art/record/99423?highlight=*:*"
"2485","Joanna De Pear","Girls from East Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20681?highlight=*:*"
"2486",NA,"Discobolus (without head)","https://collections.ed.ac.uk/art/record/20591?highlight=*:*"
"2487",NA,"Big Black Crow Valley (1988)","https://collections.ed.ac.uk/art/record/99464?highlight=*:*"
"2488","Geoffrey J Roper","Crowd in Glasgow (1963)","https://collections.ed.ac.uk/art/record/21359?highlight=*:*"
"2489","Margaret Clyde","Camel (Unknown)","https://collections.ed.ac.uk/art/record/21692?highlight=*:*"
"2490","Peter McGinn","Portrait of a Seated Man (1955)","https://collections.ed.ac.uk/art/record/21213?highlight=*:*"
"2491","Heather Measham","Seated Female Nude (1939)","https://collections.ed.ac.uk/art/record/21136?highlight=*:*"
"2492","Emma Gillies","Espresso Cup","https://collections.ed.ac.uk/art/record/53696?highlight=*:*"
"2493","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21598?highlight=*:*"
"2494","Pavlov Chailly","Study for picture 'Waking of Brynhildr' (1897)","https://collections.ed.ac.uk/art/record/50473?highlight=*:*"
"2495","Gordon Mitchell","Reverse Reserve (1975)","https://collections.ed.ac.uk/art/record/22522?highlight=*:*"
"2496","Ainsley Francis","Distortion 1 (2014)","https://collections.ed.ac.uk/art/record/47452?highlight=*:*"
"2497","Eileen E M Lawrence","Untitled - Street View of Rooftops and Chimneys (1967-1968)","https://collections.ed.ac.uk/art/record/99260?highlight=*:*"
"2498","William James Laidlaw Baillie","Self Portrait (1950)","https://collections.ed.ac.uk/art/record/21361?highlight=*:*"
"2499","Leslie Johns","Portrait of a Man (1962)","https://collections.ed.ac.uk/art/record/21263?highlight=*:*"
"2500","Joseph Sharples","Untitled - Nude Figure Lying in Bed (1984)","https://collections.ed.ac.uk/art/record/99333?highlight=*:*"
"2501","Leonore D Mackay","Untitled - Nude Male in the Forest (1963)","https://collections.ed.ac.uk/art/record/99395?highlight=*:*"
"2502","Denness Morton","Abstract (1960)","https://collections.ed.ac.uk/art/record/21083?highlight=*:*"
"2503","Leonard I. H. Gray","Unknown","https://collections.ed.ac.uk/art/record/53485?highlight=*:*"
"2504","William Wilson","Northern Highland Landscape (1934)","https://collections.ed.ac.uk/art/record/21677?highlight=*:*"
"2505","Helen Cargill","Of Carole Danielson (1964)","https://collections.ed.ac.uk/art/record/53585?highlight=*:*"
"2506","Emma Gillies","Espresso Saucer","https://collections.ed.ac.uk/art/record/53681?highlight=*:*"
"2507",NA,"Groom and Horse from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20733?highlight=*:*"
"2508","Charlotte H.M. Bryce","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21833?highlight=*:*"
"2509","David Douglas","Untitled - Shoes and a Polka Dot Blouse (1983-1984)","https://collections.ed.ac.uk/art/record/99432?highlight=*:*"
"2510","Unknown","Angel of Lude","https://collections.ed.ac.uk/art/record/20551?highlight=*:*"
"2511","Linda Gilliard","Playground (1989)","https://collections.ed.ac.uk/art/record/22634?highlight=*:*"
"2512","McLeod","Unknown (1965)","https://collections.ed.ac.uk/art/record/53594?highlight=*:*"
"2513","Jake Harvey","Study for Hugh McDiarmid Memorial (Circa 1986)","https://collections.ed.ac.uk/art/record/21810?highlight=*:*"
"2514","Isabella Inskip","Eternal Spring (2022)","https://collections.ed.ac.uk/art/record/122465?highlight=*:*"
"2515","Richard McNeill","South Frieze of the Parthenon Frieze (1836-1837)","https://collections.ed.ac.uk/art/record/20698?highlight=*:*"
"2516","Robert Rivers","Seated Male Nude (1958)","https://collections.ed.ac.uk/art/record/20894?highlight=*:*"
"2517",NA,"Three Men and a Snake (Unknown)","https://collections.ed.ac.uk/art/record/21945?highlight=*:*"
"2518","Unknown","Nanduti lace collar","https://collections.ed.ac.uk/art/record/102694?highlight=*:*"
"2519","Paul Furneaux","Face on Water (2018)","https://collections.ed.ac.uk/art/record/21646?highlight=*:*"
"2520","Margaret Proudfoot","Church and Landscape (1955)","https://collections.ed.ac.uk/art/record/21032?highlight=*:*"
"2521","Douglas Gordon","Three Views of a Standing Woman (1949)","https://collections.ed.ac.uk/art/record/21101?highlight=*:*"
"2522","Alan T. Johnston","Portrait of a Man in Red Shirt (1968)","https://collections.ed.ac.uk/art/record/21423?highlight=*:*"
"2523","Kenneth W. Bushe","Still Life with Two Seagulls (1975)","https://collections.ed.ac.uk/art/record/22635?highlight=*:*"
"2524","John Bellany","Grandmother (1962)","https://collections.ed.ac.uk/art/record/21532?highlight=*:*"
"2525","Kate Stancliffe","Untitled (17 May 2000)","https://collections.ed.ac.uk/art/record/22001?highlight=*:*"
"2526","Emma Gillies","Vase","https://collections.ed.ac.uk/art/record/53738?highlight=*:*"
"2527","Susie Wilson","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21964?highlight=*:*"
"2528","V. Constant","Abstract","https://collections.ed.ac.uk/art/record/111444?highlight=*:*"
"2529","Unknown","The Dead Christ (1831)","https://collections.ed.ac.uk/art/record/20573?highlight=*:*"
"2530","M. Donlevy","Untitled","https://collections.ed.ac.uk/art/record/112506?highlight=*:*"
"2531","Elizabeth Blackadder","Unknown","https://collections.ed.ac.uk/art/record/50637?highlight=*:*"
"2532","Patrick J. Hickey","Profile of Female Nude (Circa 1970)","https://collections.ed.ac.uk/art/record/22510?highlight=*:*"
"2533","Paul Grime","Untitled (1976)","https://collections.ed.ac.uk/art/record/21831?highlight=*:*"
"2534","Marjorie Wallace","Corner of the Garden Palazzo Barderini Rome (Feb 1948)","https://collections.ed.ac.uk/art/record/20852?highlight=*:*"
"2535","Jacqueline A N Stieger","Drawing of a Seated Woman (1958)","https://collections.ed.ac.uk/art/record/20787?highlight=*:*"
"2536","Catherine Sargeant","Eclectic (2007)","https://collections.ed.ac.uk/art/record/99852?highlight=*:*"
"2537","Colin Brown","Sketch of Window for Final Composition","https://collections.ed.ac.uk/art/record/53567?highlight=*:*"
"2538","Unknown","Machine embroidered stole (1958)","https://collections.ed.ac.uk/art/record/102685?highlight=*:*"
"2539","Ursula Giles","Portrait of a Seated Man (1954)","https://collections.ed.ac.uk/art/record/21211?highlight=*:*"
"2540","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21970?highlight=*:*"
