"","Artists_names","titles","links"
"454","Anne Waterhouse","Untitled","https://collections.ed.ac.uk/art/record/112342?highlight=*:*"
"455","Emma Gillies","Sugar Bowl","https://collections.ed.ac.uk/art/record/53676?highlight=*:*"
"456","Leonard Baskin","Man with Spring Plants (1953)","https://collections.ed.ac.uk/art/record/21687?highlight=*:*"
"457","L. Allan","South Frieze of the Parthenon Frieze (1836-1837)","https://collections.ed.ac.uk/art/record/20694?highlight=*:*"
"458","Sylvia Cameron","Untitled - Portrait of a Girl (1963)","https://collections.ed.ac.uk/art/record/99383?highlight=*:*"
"459","William Gillon","Untitled (1986)","https://collections.ed.ac.uk/art/record/21716?highlight=*:*"
"460","Peter Standen","Standing Woman (1965)","https://collections.ed.ac.uk/art/record/21315?highlight=*:*"
"461",NA,"Portrait of a Seated Woman (1958)","https://collections.ed.ac.uk/art/record/20865?highlight=*:*"
"462","Sir William George Gillies","Still Life with Jug of Flowers, Goblet and Fruit","https://collections.ed.ac.uk/art/record/20753?highlight=*:*"
"463","Andrew P. W. Conkie","Standing Male Nude (1958)","https://collections.ed.ac.uk/art/record/22716?highlight=*:*"
"464","Jane V Hyslop","Racing Circuit (1987-1988)","https://collections.ed.ac.uk/art/record/21456?highlight=*:*"
"465","Catherine Robbie","etc (2006)","https://collections.ed.ac.uk/art/record/99865?highlight=*:*"
"466","Unknown","Male Nude Leaning on a Table (verso)","https://collections.ed.ac.uk/art/record/22650?highlight=*:*"
"467","Clement Pappi","Dying Adonis (Pre 1837)","https://collections.ed.ac.uk/art/record/20596?highlight=*:*"
"468","Irene Scott","Portrait of a Young Woman (1965)","https://collections.ed.ac.uk/art/record/21292?highlight=*:*"
"469","James Robertson","Drawing of a Man's Head (1955)","https://collections.ed.ac.uk/art/record/20804?highlight=*:*"
"470","Alan T. Johnston","Seated Female Nude (Circa 1968)","https://collections.ed.ac.uk/art/record/20748?highlight=*:*"
"471","Gordon Bryce","Untitled - Figured Drawing of Nude Woman on a Couch (1963)","https://collections.ed.ac.uk/art/record/99329?highlight=*:*"
"472","Ann Oram","Sienna Cathedral (1982)","https://collections.ed.ac.uk/art/record/102660?highlight=*:*"
"473","Frances Walker","Portrait of Head of a Woman (1952)","https://collections.ed.ac.uk/art/record/20846?highlight=*:*"
"474","Zygmunt Bukowski","Unknown (1950)","https://collections.ed.ac.uk/art/record/53557?highlight=*:*"
"475","John Bellany","Woman with Fish on her Head","https://collections.ed.ac.uk/art/record/21530?highlight=*:*"
"476","Rosemary Bagshaw","Unknown (1952)","https://collections.ed.ac.uk/art/record/53513?highlight=*:*"
"477","Elizabeth G. Kellar","Portrait of Woman in White Blouse (1962)","https://collections.ed.ac.uk/art/record/22714?highlight=*:*"
"478","Robert L Thompson","Seated Nude (1953)","https://collections.ed.ac.uk/art/record/21121?highlight=*:*"
"479","Eve F. Thomson","Untitled (1977)","https://collections.ed.ac.uk/art/record/99826?highlight=*:*"
"480","Margaret Moodie","Unknown (1949)","https://collections.ed.ac.uk/art/record/50492?highlight=*:*"
"481","Jeff Koons","Art Magazine Ads (1988-1989)","https://collections.ed.ac.uk/art/record/21365?highlight=*:*"
"482","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50397?highlight=*:*"
"483","Nicholas Otter","Seated Female Nude (1994-1995)","https://collections.ed.ac.uk/art/record/21510?highlight=*:*"
"484","William D. MacKay","Portrait of a Woman (1959)","https://collections.ed.ac.uk/art/record/22715?highlight=*:*"
"485","Andrew Raeburn","Untitled (1963)","https://collections.ed.ac.uk/art/record/22018?highlight=*:*"
"486","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21857?highlight=*:*"
"487","Unknown","Replica of parthenon slab PF049","https://collections.ed.ac.uk/art/record/20653?highlight=*:*"
"488","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53504?highlight=*:*"
"489","Peter McGinn","Unknown","https://collections.ed.ac.uk/art/record/53536?highlight=*:*"
"490",NA,"Circo Togni, Ravenna (1957)","https://collections.ed.ac.uk/art/record/21114?highlight=*:*"
"491",NA,"Horses from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20732?highlight=*:*"
"492","Monika L. Uecher","Untitled (1963)","https://collections.ed.ac.uk/art/record/21774?highlight=*:*"
"493","Jean I. Beattie","Riders from the North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20701?highlight=*:*"
"494","Norma Kirk","Reclining Female Nude (1959)","https://collections.ed.ac.uk/art/record/20922?highlight=*:*"
"495","David C Duke","Untitled (1961)","https://collections.ed.ac.uk/art/record/22010?highlight=*:*"
"496","Colin Lawson","(n) (fr) Les Voyeurs (1984)","https://collections.ed.ac.uk/art/record/99247?highlight=*:*"
"497","Thomas F. C. Denny","Seated Female Nude","https://collections.ed.ac.uk/art/record/20774?highlight=*:*"
"498","B Clapperton","Untitled - Holyrood Palace (1978-1979)","https://collections.ed.ac.uk/art/record/99413?highlight=*:*"
"499","John Parnell","Standing Male Nude (1959)","https://collections.ed.ac.uk/art/record/20911?highlight=*:*"
"500","Andrew Conkie","Standing Woman (1950)","https://collections.ed.ac.uk/art/record/21067?highlight=*:*"
"501",NA,"Kneeling Female Nude (1957)","https://collections.ed.ac.uk/art/record/20925?highlight=*:*"
"502","Harold F Burnett","Unknown (1951)","https://collections.ed.ac.uk/art/record/50572?highlight=*:*"
"503","H Chart","Seated Male Nude (1965-1966)","https://collections.ed.ac.uk/art/record/21268?highlight=*:*"
"504","Mary D Thomson","Small relief with figure in clerical dress","https://collections.ed.ac.uk/art/record/20611?highlight=*:*"
"505","Unknown","Unknown (1949)","https://collections.ed.ac.uk/art/record/50452?highlight=*:*"
"506","Miss Waddell","Unknown (Circa 1890)","https://collections.ed.ac.uk/art/record/50463?highlight=*:*"
"507","Paresh Chandra Chakraborty","Blackwork' sampler. Miss Waddel","https://collections.ed.ac.uk/art/record/102670?highlight=*:*"
"508","Unknown","Unknown, Abstract","https://collections.ed.ac.uk/art/record/99485?highlight=*:*"
"509","Unknown","Wall hanging (1939)","https://collections.ed.ac.uk/art/record/100009?highlight=*:*"
"510","Allan W. Robson","Two Figures in a Landscape","https://collections.ed.ac.uk/art/record/21484?highlight=*:*"
"511",NA,"Stately Dance (1947)","https://collections.ed.ac.uk/art/record/21741?highlight=*:*"
"512","Elizabeth Blackadder","Seated Female Nude (1954)","https://collections.ed.ac.uk/art/record/21409?highlight=*:*"
"513","Iain Holden","Unknown","https://collections.ed.ac.uk/art/record/53534?highlight=*:*"
"514","Andrew McPhee","Portrait of a Woman (1957)","https://collections.ed.ac.uk/art/record/21064?highlight=*:*"
"515","John Thomson","Unknown (1949)","https://collections.ed.ac.uk/art/record/50483?highlight=*:*"
"516","William S. T. Brodie","Unknown (1965)","https://collections.ed.ac.uk/art/record/53597?highlight=*:*"
"517","Annabel Keatley","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21609?highlight=*:*"
"518","Jennifer M. Hughes","For They Shall See God (2006)","https://collections.ed.ac.uk/art/record/99881?highlight=*:*"
"519","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53670?highlight=*:*"
"520","Sheila Turnbull","Metope 3, south entablature, Parthenon (1837)","https://collections.ed.ac.uk/art/record/20641?highlight=*:*"
"521",NA,"Untitled (1947)","https://collections.ed.ac.uk/art/record/111032?highlight=*:*"
"522","Ian G. Robertson","Abstract with Blue Stripes (quadriptych) (1969)","https://collections.ed.ac.uk/art/record/22569?highlight=*:*"
"523","Norman Orr","Anat (1966)","https://collections.ed.ac.uk/art/record/99405?highlight=*:*"
"524","Gwyneth M. Leech","November Afternoon (1982)","https://collections.ed.ac.uk/art/record/99433?highlight=*:*"
"525","John Nelson","Untitled (12 Jun 2014)","https://collections.ed.ac.uk/art/record/22481?highlight=*:*"
"526","Zuzana Ullmannová","In the Garden (2019)","https://collections.ed.ac.uk/art/record/113745?highlight=*:*"
"527","Robin Forrester","Landscape (1961)","https://collections.ed.ac.uk/art/record/21294?highlight=*:*"
"528","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53717?highlight=*:*"
"529","Laura McPherson","Unknown (1965)","https://collections.ed.ac.uk/art/record/50499?highlight=*:*"
"530","Gary Ferguson","Composition with Washing Line (Circa 1987)","https://collections.ed.ac.uk/art/record/22620?highlight=*:*"
"531","Unknown","(2003)","https://collections.ed.ac.uk/art/record/99930?highlight=*:*"
"532","D G Seymour","Standing Female Nude (1957)","https://collections.ed.ac.uk/art/record/20963?highlight=*:*"
"533","Jean B. M. Lothian","Stairway (Circa 1979)","https://collections.ed.ac.uk/art/record/22636?highlight=*:*"
"534","Campbell","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/20971?highlight=*:*"
"535","John Brown","Hedge Cut (1998)","https://collections.ed.ac.uk/art/record/21852?highlight=*:*"
"536","Robert A Campbell","Seated Female Nude (1939-1940)","https://collections.ed.ac.uk/art/record/21128?highlight=*:*"
"537","John W. Corner","Unknown (1950)","https://collections.ed.ac.uk/art/record/50519?highlight=*:*"
"538","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53505?highlight=*:*"
"539","Betty Elston","Esme (1949)","https://collections.ed.ac.uk/art/record/22694?highlight=*:*"
"540","Unknown","Acanthus Scrolls, Temple of Venus Genetrix, Rome","https://collections.ed.ac.uk/art/record/20560?highlight=*:*"
"541","Emma Gillies","Side Plate","https://collections.ed.ac.uk/art/record/53614?highlight=*:*"
"542","Joseph Maxwell","Portrait of a Young Man (1950)","https://collections.ed.ac.uk/art/record/21061?highlight=*:*"
"543","James Martin","Standing Male Nude (1953)","https://collections.ed.ac.uk/art/record/20952?highlight=*:*"
"544","Robert Adam","Free Fall (1985)","https://collections.ed.ac.uk/art/record/21593?highlight=*:*"
"545","Alan Kemp","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/20902?highlight=*:*"
"546","Adrian Rodriguez","Untitled (2002)","https://collections.ed.ac.uk/art/record/99944?highlight=*:*"
"547","Paul Duffus","Minotaur","https://collections.ed.ac.uk/art/record/102661?highlight=*:*"
"548","Emma Gillies","Hand Thrown Pot","https://collections.ed.ac.uk/art/record/53734?highlight=*:*"
"549","Carol Binnie","15th Century Italian (Feb 1982)","https://collections.ed.ac.uk/art/record/21976?highlight=*:*"
"550","Sylvia Mackiewicz","View from a Window","https://collections.ed.ac.uk/art/record/21453?highlight=*:*"
"551","James Fairgrieve","Dog (1966)","https://collections.ed.ac.uk/art/record/21345?highlight=*:*"
"552","George Donald","Kneeling Male Nude (1965-1966)","https://collections.ed.ac.uk/art/record/21174?highlight=*:*"
"553","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21978?highlight=*:*"
"554","A Sinclair","Portrait of a Man","https://collections.ed.ac.uk/art/record/21471?highlight=*:*"
"555","Ann F Ward","Untitled - Print of Figures Lying in a Garden (1962)","https://collections.ed.ac.uk/art/record/99337?highlight=*:*"
"556","Wilson","Untitled (1965)","https://collections.ed.ac.uk/art/record/22485?highlight=*:*"
"557","William S. T. Brodie","The Dive (1966)","https://collections.ed.ac.uk/art/record/22601?highlight=*:*"
"558","Kirsty Ratt","Portrait of a Man","https://collections.ed.ac.uk/art/record/21439?highlight=*:*"
"559","John Picking","Unknown (24 May 1962)","https://collections.ed.ac.uk/art/record/50551?highlight=*:*"
"560","Ruth Walker","Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20720?highlight=*:*"
"561",NA,"Unknown (1963)","https://collections.ed.ac.uk/art/record/50504?highlight=*:*"
"562","Alexander Moffat","Seated Female Nude (Circa 1964)","https://collections.ed.ac.uk/art/record/21337?highlight=*:*"
"563","Kevin Maguire","Untitled - Nude Female Sitting (1967)","https://collections.ed.ac.uk/art/record/99359?highlight=*:*"
"564","W Campbell","Seated Male Nude with Blanket (1959)","https://collections.ed.ac.uk/art/record/20972?highlight=*:*"
"565","Susan Coles","Metope 11, south entablature, Parthenon (1837)","https://collections.ed.ac.uk/art/record/20648?highlight=*:*"
"566","Ky Ober","Untitled (1983)","https://collections.ed.ac.uk/art/record/21892?highlight=*:*"
"567","Jodie Pear","Unnamed (2002)","https://collections.ed.ac.uk/art/record/99950?highlight=*:*"
"568","Unknown","Untitled (1981)","https://collections.ed.ac.uk/art/record/21922?highlight=*:*"
"569","Lesley M. Johns","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99825?highlight=*:*"
"570","Peter Coyle","3 peakcocks all sitting in similar position on tree branch (1962-1963)","https://collections.ed.ac.uk/art/record/99331?highlight=*:*"
"571",NA,"Unknown (1957)","https://collections.ed.ac.uk/art/record/50512?highlight=*:*"
"572","Elaine Bay","Untitled (2002)","https://collections.ed.ac.uk/art/record/99948?highlight=*:*"
"573","D Stewart Lowdon","Seated Female Nude (1954)","https://collections.ed.ac.uk/art/record/21241?highlight=*:*"
"574","Unknown","19th century handkerchief (1800-1899)","https://collections.ed.ac.uk/art/record/102683?highlight=*:*"
"575","Unknown","House in a Landscape","https://collections.ed.ac.uk/art/record/21501?highlight=*:*"
"576","Sarah Setchfield","Aphrodite and Eros East Frieze of the Parthenon","https://collections.ed.ac.uk/art/record/20683?highlight=*:*"
"577","Elspeth Lamb","Unknown (1985)","https://collections.ed.ac.uk/art/record/50432?highlight=*:*"
"578","John C Mark Jones","Taking the Veil (1987)","https://collections.ed.ac.uk/art/record/21924?highlight=*:*"
"579","Judith A. Heller","Untitled - Man Sitting at the Table Drinking Tea (01 May 1961)","https://collections.ed.ac.uk/art/record/99259?highlight=*:*"
"580","Edward Stratton","House and Figures in a Landscape","https://collections.ed.ac.uk/art/record/22578?highlight=*:*"
"581",NA,"Portrait of a Standing Woman (1950)","https://collections.ed.ac.uk/art/record/20825?highlight=*:*"
"582","Andrea Bain","Untitled (2003)","https://collections.ed.ac.uk/art/record/99938?highlight=*:*"
"583","Eileen Bennett","Untitled (1946)","https://collections.ed.ac.uk/art/record/21733?highlight=*:*"
"584","Patrick J. Hickey","Still Life (Circa 1970)","https://collections.ed.ac.uk/art/record/22606?highlight=*:*"
"585","John Bellany","South Frieze of the Parthenon Frieze (1836-1837)","https://collections.ed.ac.uk/art/record/20690?highlight=*:*"
"586","Rebecca Firth","Life Drawing (Male Nude Reclining on Front) (1962)","https://collections.ed.ac.uk/art/record/20763?highlight=*:*"
"587","Frances M. Walker","Seated Fate, east pediment of the Parthenon","https://collections.ed.ac.uk/art/record/20637?highlight=*:*"
"588","Joanne Leonie Milne","Untitled (2004)","https://collections.ed.ac.uk/art/record/21818?highlight=*:*"
"589","Douglas Gordon","Empty Potato Field","https://collections.ed.ac.uk/art/record/22693?highlight=*:*"
"590",NA,"Untitled (1989)","https://collections.ed.ac.uk/art/record/21562?highlight=*:*"
"591",NA,"Two Seated Men (1949)","https://collections.ed.ac.uk/art/record/21100?highlight=*:*"
"592","James B. Thomson","Untitled - Abstract Figures and Shapes (1965-1966)","https://collections.ed.ac.uk/art/record/99449?highlight=*:*"
"593","John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA","Portrait of a Woman (1956)","https://collections.ed.ac.uk/art/record/21184?highlight=*:*"
"594","Madelane Galloway","Untitled (1963)","https://collections.ed.ac.uk/art/record/22005?highlight=*:*"
"595","John Bellany","Self Portrait (1965)","https://collections.ed.ac.uk/art/record/20740?highlight=*:*"
"596","Pavlov Chailly","Metope 9, south entablature, Parthenon (1837)","https://collections.ed.ac.uk/art/record/20645?highlight=*:*"
"597","Marjorie-Ann Ancell","Study for picture 'Waking of Brynhildr' (1897)","https://collections.ed.ac.uk/art/record/50472?highlight=*:*"
"598","Phoebe Mitchell","Untitled","https://collections.ed.ac.uk/art/record/21612?highlight=*:*"
"599","Unknown","Limits (2014)","https://collections.ed.ac.uk/art/record/54759?highlight=*:*"
"600","Katie Paterson","Cushendun (08 Apr 1968)","https://collections.ed.ac.uk/art/record/21496?highlight=*:*"
"601",NA,"100 Billion Suns (2012)","https://collections.ed.ac.uk/art/record/21002?highlight=*:*"
"602","Geoffrey J Roper","Untitled - Snowy Landscape (1962)","https://collections.ed.ac.uk/art/record/99368?highlight=*:*"
"603","Norman Orr","Untitled (12 Jun 2014)","https://collections.ed.ac.uk/art/record/22479?highlight=*:*"
"604","Charles K. S. Shaw","Abstract Composition in Yellow (Circa 1972)","https://collections.ed.ac.uk/art/record/22599?highlight=*:*"
"605","Thomas Murray","Portrait of Man in a Cap (1950)","https://collections.ed.ac.uk/art/record/21073?highlight=*:*"
"606","Rachael Cawley","Madonna of the Roses (2007)","https://collections.ed.ac.uk/art/record/99968?highlight=*:*"
"607","Helen Wishart","Untitled - Still Life with Flowers and Pitchers (1963)","https://collections.ed.ac.uk/art/record/99452?highlight=*:*"
"608","Lilias Stirling","Seated Female Nude (1953)","https://collections.ed.ac.uk/art/record/20944?highlight=*:*"
"609","Sheila Robertson","Standing Male Nudes (1950)","https://collections.ed.ac.uk/art/record/20808?highlight=*:*"
"610","John Brown","The Misadventure (1989)","https://collections.ed.ac.uk/art/record/99468?highlight=*:*"
"611","J Lord","Seated Male Nude (1965)","https://collections.ed.ac.uk/art/record/21291?highlight=*:*"
"612","John P Busby","Woman Seated (1954)","https://collections.ed.ac.uk/art/record/21380?highlight=*:*"
"613","Peter Crorkin","Unknown (1957)","https://collections.ed.ac.uk/art/record/50508?highlight=*:*"
"614","Kirsty A Kirkwood","Untitled - Woman and Man (1981)","https://collections.ed.ac.uk/art/record/99439?highlight=*:*"
"615","Alexander Cree","Unknown","https://collections.ed.ac.uk/art/record/50548?highlight=*:*"
"616","Mabel D. Lawford","Unknown (1948)","https://collections.ed.ac.uk/art/record/50537?highlight=*:*"
"617","Hugh Deans","Unknown (1960)","https://collections.ed.ac.uk/art/record/53574?highlight=*:*"
"618","Leon Francesco Morrocco","Student in the Studio","https://collections.ed.ac.uk/art/record/21401?highlight=*:*"
"619","James H Donaldson","Portrait of a Woman (1939-1940)","https://collections.ed.ac.uk/art/record/21123?highlight=*:*"
"620","Paul John Croft","Untitled (1981-1986)","https://collections.ed.ac.uk/art/record/21860?highlight=*:*"
"621","Pat Calder","Portrait of a Woman in a Hat (1958)","https://collections.ed.ac.uk/art/record/20959?highlight=*:*"
"622","Anthony J Valentine","Untitled - Abstract Orange, Blue, and Brown Shapes (1963)","https://collections.ed.ac.uk/art/record/99442?highlight=*:*"
"623","Eduardo Luigi Paolozzi KBE, RA","Portrait of Josephine Baker (1997)","https://collections.ed.ac.uk/art/record/50366?highlight=*:*"
"624","Joanne Leonie Milne","Untitled - Abstract Blue and Red Shapes (1989)","https://collections.ed.ac.uk/art/record/99387?highlight=*:*"
"625","John Bellany","Portrait of a Man in a Suit (Mar 1963)","https://collections.ed.ac.uk/art/record/20776?highlight=*:*"
"626","Andrew P. W. Conkie","Unknown (1958)","https://collections.ed.ac.uk/art/record/50526?highlight=*:*"
"627","Ian Paterson","Interior Scene (1968)","https://collections.ed.ac.uk/art/record/21341?highlight=*:*"
"628","Unknown","Male Nude at Wash Bowl (recto)","https://collections.ed.ac.uk/art/record/22649?highlight=*:*"
"629","James N. Hardie","Unknown (1949)","https://collections.ed.ac.uk/art/record/50532?highlight=*:*"
"630","Brandon Logan","Jacopo Nani (2019)","https://collections.ed.ac.uk/art/record/113742?highlight=*:*"
"631","Carl O Ekevall","Untitled (1962)","https://collections.ed.ac.uk/art/record/99496?highlight=*:*"
"632","Charlene Anderson","Two Men Standing","https://collections.ed.ac.uk/art/record/21091?highlight=*:*"
"633","L. Allan","Untitled (1963)","https://collections.ed.ac.uk/art/record/22012?highlight=*:*"
"634","Margaret Proudfoot","Standing Male Nude (21 May 1954)","https://collections.ed.ac.uk/art/record/21251?highlight=*:*"
"635","Diana M. Douglas-Hamilton","Robin (1953)","https://collections.ed.ac.uk/art/record/22741?highlight=*:*"
"636","Leslie Johns","Unknown (1962)","https://collections.ed.ac.uk/art/record/50479?highlight=*:*"
"637","Edith A. Blight","Full Length Nude Female (1949)","https://collections.ed.ac.uk/art/record/22692?highlight=*:*"
"638","Braso","Standing Male Nude (1957)","https://collections.ed.ac.uk/art/record/21247?highlight=*:*"
"639","Emma Gillies","Serving Plate","https://collections.ed.ac.uk/art/record/53619?highlight=*:*"
"640","Unknown","Ecorche of Houdon","https://collections.ed.ac.uk/art/record/20602?highlight=*:*"
"641","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21569?highlight=*:*"
"642","Unknown",NA,NA
"643","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53634?highlight=*:*"
"644","Cecile E M Johnston","Circus (1950)","https://collections.ed.ac.uk/art/record/21027?highlight=*:*"
"645","Alistair Fairweather","Unknown","https://collections.ed.ac.uk/art/record/50424?highlight=*:*"
"646","Joseph Cavagnari","Sedilia from Lincluden Collegiate Church (1912)","https://collections.ed.ac.uk/art/record/20568?highlight=*:*"
"647","Alfred Hackney","Copper Engraving (1949)","https://collections.ed.ac.uk/art/record/21826?highlight=*:*"
"648","Alistair Smart","Study for Composition (1949)","https://collections.ed.ac.uk/art/record/50477?highlight=*:*"
"649","Frea Buckler","Untitled (2007)","https://collections.ed.ac.uk/art/record/99967?highlight=*:*"
"650","Unknown","Architrave and lintel from Collegiate Church of St Gertrude, Nivelles, Belgium (Anglo-Saxon)","https://collections.ed.ac.uk/art/record/20552?highlight=*:*"
"651","Betty M. Ferguson","Portrait of a Woman (1939)","https://collections.ed.ac.uk/art/record/21130?highlight=*:*"
"652","Mollie Parker","Seated Male Nude (Circa 1953)","https://collections.ed.ac.uk/art/record/20948?highlight=*:*"
"653","Margaret Lothian","Untitled - Nude Male and Reflection (1967)","https://collections.ed.ac.uk/art/record/99271?highlight=*:*"
"654","Isobel T Johnstone","Untitled - Life Drawing of Reclining Nude Male (1967)","https://collections.ed.ac.uk/art/record/99250?highlight=*:*"
"655","Rena R. Simpson II","Untitled - Abstract Print of Foliage in Black and White (1982)","https://collections.ed.ac.uk/art/record/99332?highlight=*:*"
"656","R. Euman","Untitled","https://collections.ed.ac.uk/art/record/112502?highlight=*:*"
"657","Rosemary Bagshaw","Unknown (1952)","https://collections.ed.ac.uk/art/record/53518?highlight=*:*"
"658","Jennifer Blake","Legless Graham (Unknown)","https://collections.ed.ac.uk/art/record/21995?highlight=*:*"
"659","Emma Gillies","Plate (1924)","https://collections.ed.ac.uk/art/record/53726?highlight=*:*"
"660","S J Dooley","Unitled (Unknown)","https://collections.ed.ac.uk/art/record/99909?highlight=*:*"
"661","Jacquetta Burn-Callander","Unknown (1950)","https://collections.ed.ac.uk/art/record/50574?highlight=*:*"
"662","Gwyneth M. Leech","Loading Cargo (1984)","https://collections.ed.ac.uk/art/record/21902?highlight=*:*"
"663","Victoria C F Bernie","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21786?highlight=*:*"
"664","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21617?highlight=*:*"
"665","Emma Gillies","Squirrel (1920s)","https://collections.ed.ac.uk/art/record/122125?highlight=*:*"
"666","Mark Harris","Abstract (Unknown)","https://collections.ed.ac.uk/art/record/21660?highlight=*:*"
"667","Unknown","Brick coloured woven fragment","https://collections.ed.ac.uk/art/record/102701?highlight=*:*"
"668","Sheena McEwan","Seated Female Nude (03 Oct 1957)","https://collections.ed.ac.uk/art/record/20899?highlight=*:*"
"669","Alexander S Campbell","Man in Spanish Costume (1955)","https://collections.ed.ac.uk/art/record/21317?highlight=*:*"
"670","Roy M. W. Cameron","Untitled","https://collections.ed.ac.uk/art/record/112348?highlight=*:*"
"671","Denness Morton","Seated Male Nude (1959)","https://collections.ed.ac.uk/art/record/21079?highlight=*:*"
"672","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21565?highlight=*:*"
"673","John Houston","Reclining Female Nude (1952)","https://collections.ed.ac.uk/art/record/21352?highlight=*:*"
"674","Hope","Portrait of a Woman (1962)","https://collections.ed.ac.uk/art/record/21281?highlight=*:*"
"675","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21982?highlight=*:*"
"676","Adri C Chrichton","Architectural Drawing","https://collections.ed.ac.uk/art/record/21514?highlight=*:*"
"677","Frances Sander","(1965)","https://collections.ed.ac.uk/art/record/99526?highlight=*:*"
"678","Norman Shaw","Untitled - Abstract Ocean of Dark Reds and Greens and Blacks (1993)","https://collections.ed.ac.uk/art/record/99463?highlight=*:*"
"679","William Gillon","Small brown female figure with long wavy hair","https://collections.ed.ac.uk/art/record/20547?highlight=*:*"
"680","Cecile E. M. Johnstone","Portrait of Seated Woman (1965)","https://collections.ed.ac.uk/art/record/21343?highlight=*:*"
"681","Claudia Petretti","Portrait of a Boy (1950)","https://collections.ed.ac.uk/art/record/22667?highlight=*:*"
"682",NA,"Portrait of a Man","https://collections.ed.ac.uk/art/record/21441?highlight=*:*"
"683","Unknown","Putto with a fish","https://collections.ed.ac.uk/art/record/20540?highlight=*:*"
"684","John C Mark Jones","Untitled - Bearded Man at the Table (20 Oct 1962)","https://collections.ed.ac.uk/art/record/99258?highlight=*:*"
"685","Maureen Marshall","Two Boxes on Pink (Circa 1968)","https://collections.ed.ac.uk/art/record/22563?highlight=*:*"
"686","Ann F Ward","Aux cinq billiards (1963)","https://collections.ed.ac.uk/art/record/99340?highlight=*:*"
"687","Edith Duke","Unknown (1955)","https://collections.ed.ac.uk/art/record/53526?highlight=*:*"
"688","Valerie Anderson","untitled (Unknown)","https://collections.ed.ac.uk/art/record/21890?highlight=*:*"
"689","Jane Heggie","Portrait of a Man Seated (1960)","https://collections.ed.ac.uk/art/record/20980?highlight=*:*"
"690","David Ewans","Portrait of a Woman (1954)","https://collections.ed.ac.uk/art/record/21215?highlight=*:*"
"691","Sara Gough","Untitled","https://collections.ed.ac.uk/art/record/112504?highlight=*:*"
"692","Lawrence F. Baxter","Unknown (1953-1954)","https://collections.ed.ac.uk/art/record/50616?highlight=*:*"
"693","Ben Zion","Prophet (1953)","https://collections.ed.ac.uk/art/record/21684?highlight=*:*"
"694","Musée Royal du Louvre","Winged Victory of Samothrace (Post 1879)","https://collections.ed.ac.uk/art/record/20585?highlight=*:*"
"695","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50407?highlight=*:*"
"696","David McClure","View of a Fair (1949)","https://collections.ed.ac.uk/art/record/21333?highlight=*:*"
"697","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53675?highlight=*:*"
"698","Unknown","A Head (Unknown)","https://collections.ed.ac.uk/art/record/21561?highlight=*:*"
"699","Edith Duke","Unknown","https://collections.ed.ac.uk/art/record/53525?highlight=*:*"
"700","Alistair J. Magee","Abstract with White Paper Strips","https://collections.ed.ac.uk/art/record/22540?highlight=*:*"
"701","Unknown","Portrait of a Woman (1957)","https://collections.ed.ac.uk/art/record/21257?highlight=*:*"
"702","John F. Mooney","Abstract (1971)","https://collections.ed.ac.uk/art/record/22679?highlight=*:*"
"703","Colin Brown","Sketch for Final Composition","https://collections.ed.ac.uk/art/record/53566?highlight=*:*"
"704","Madelene R Galloway","Riders from the West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20668?highlight=*:*"
"705","John Mooney","Untitled (1963)","https://collections.ed.ac.uk/art/record/99821?highlight=*:*"
"706","Catherine I. McIvor","Sixteen Boxes","https://collections.ed.ac.uk/art/record/21804?highlight=*:*"
"707","Emma Gillies","Woman with Child and Still Life (1938)","https://collections.ed.ac.uk/art/record/22512?highlight=*:*"
"708","Emma Gillies","Vase","https://collections.ed.ac.uk/art/record/53737?highlight=*:*"
"709","J Gorman","Stag","https://collections.ed.ac.uk/art/record/53753?highlight=*:*"
"710","Norman E Kirkpatrick","Portrait of a Man (1956)","https://collections.ed.ac.uk/art/record/21181?highlight=*:*"
